,from_domain,from_vocab,from_standard,to_domain,to_vocab,to_standard,relationship,count
5437,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Has inherent,193
5438,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Indir proc site of,24
5439,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Inherent location of,362
5440,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Process extends from,7
5441,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Proc site of,130
5442,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Relative part of,3
5443,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,S,Relative to of,4
5444,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Component of,5
5445,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Concept poss_eq from,2
5446,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Direct site of,12
5447,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Dir proc site of,18
5448,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Finding site of,48
5449,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Has inherent,60
5450,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Inherent location of,6
5451,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Mapped from,1
5452,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Proc site of,6
5453,Spec Anatomic Site,SNOMED,S,Measurement,SNOMED,,Relative part of,3
5454,Spec Anatomic Site,SNOMED,S,Meas Value,SNOMED,S,Has laterality,3850
5455,Spec Anatomic Site,SNOMED,S,Metadata,SNOMED,,Concept replaces,2
5456,Spec Anatomic Site,SNOMED,S,Metadata,SNOMED,,Has Module,36322
5457,Spec Anatomic Site,SNOMED,S,Metadata,SNOMED,,Has status,36300
5458,Spec Anatomic Site,SNOMED,S,Metadata,SNOMED,,Is a,1
5459,Spec Anatomic Site,SNOMED,S,Metadata,SNOMED,,Mapped from,2
5460,Spec Anatomic Site,SNOMED,S,Observation,OMOP Extension,S,Subsumes,2
5461,Spec Anatomic Site,SNOMED,S,Observation,PPI,,Mapped from,3
5462,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Asso morph of,9
5463,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Component of,12
5464,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Direct site of,5
5465,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Dir proc site of,118
5466,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Finding site of,4656
5467,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Has inherent,203
5468,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Has laterality,16247
5469,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Indir proc site of,5
5470,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Inherent location of,391
5471,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Is a,1
5472,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Process extends from,113
5473,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Proc site of,124
5474,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Relative to of,14
5475,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,S,Subsumes,31
5476,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Concept alt_to from,91
5477,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Concept poss_eq from,23
5478,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Concept replaces,32
5479,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Concept same_as from,109
5480,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Concept was_a from,7
5481,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Dir proc site of,2
5482,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Finding site of,989
5483,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Inherent location of,1
5484,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Mapped from,248
5485,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Proc site of,5
5486,Spec Anatomic Site,SNOMED,S,Observation,SNOMED,,Subsumes,8
5487,Spec Anatomic Site,SNOMED,S,Procedure,ICD10PCS,S,Direct site of,50
5488,Spec Anatomic Site,SNOMED,S,Procedure,ICD10PCS,S,Dir proc site of,72800
5489,Spec Anatomic Site,SNOMED,S,Procedure,ICD10PCS,S,Indir proc site of,5349
5490,Spec Anatomic Site,SNOMED,S,Procedure,ICD10PCS,S,Proc site of,17402
5491,Spec Anatomic Site,SNOMED,S,Procedure,ICD9Proc,S,Dir proc site of,1153
5492,Spec Anatomic Site,SNOMED,S,Procedure,ICD9Proc,S,Indir proc site of,162
5493,Spec Anatomic Site,SNOMED,S,Procedure,ICD9Proc,S,Proc site of,714
5494,Spec Anatomic Site,SNOMED,S,Procedure,ICD9Proc,,Dir proc site of,1920
5495,Spec Anatomic Site,SNOMED,S,Procedure,ICD9Proc,,Indir proc site of,447
5496,Spec Anatomic Site,SNOMED,S,Procedure,ICD9Proc,,Proc site of,174
5497,Spec Anatomic Site,SNOMED,S,Procedure,OPCS4,S,Dir proc site of,1430
5498,Spec Anatomic Site,SNOMED,S,Procedure,OPCS4,S,Indir proc site of,271
5499,Spec Anatomic Site,SNOMED,S,Procedure,OPCS4,S,Proc site of,497
5500,Spec Anatomic Site,SNOMED,S,Procedure,OPCS4,,Dir proc site of,8
5501,Spec Anatomic Site,SNOMED,S,Procedure,OPCS4,,Indir proc site of,3
5502,Spec Anatomic Site,SNOMED,S,Procedure,OPCS4,,Proc site of,5
5503,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,S,Component of,4
5504,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,S,Dir proc site of,36466
5505,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,S,Indir proc site of,8788
5506,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,S,Proc site of,3214
5507,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,,Concept poss_eq from,1
5508,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,,Concept replaces,1
5509,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,,Concept same_as from,1
5510,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,,Dir proc site of,2097
5511,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,,Indir proc site of,747
5512,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,,Mapped from,2
5513,Spec Anatomic Site,SNOMED,S,Procedure,SNOMED,,Proc site of,409
5514,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,OPCS4,S,Subsumes,165
5515,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,OPCS4,,Mapped from,708
5516,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,Read,,Mapped from,1885
5517,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,S,Is a,56926
5518,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,S,Mapped from,36300
5519,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,S,Maps to,36300
5520,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,S,Subsumes,56926
5521,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept alt_to from,7
5522,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept poss_eq from,1865
5523,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept replaces,331
5524,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept same_as from,1029
5525,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept was_a from,505
5526,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Is a,1145
5527,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Mapped from,2516
5528,Spec Anatomic Site,SNOMED,S,Spec Anatomic Site,SNOMED,,Subsumes,1167
5529,Spec Anatomic Site,SNOMED,S,Specimen,CO-CONNECT MIABIS,,Mapped from,3
5530,Spec Anatomic Site,SNOMED,S,Specimen,SNOMED,S,Specimen topo of,1445
5531,Spec Anatomic Site,SNOMED,S,Specimen,SNOMED,,Concept poss_eq from,5
5532,Spec Anatomic Site,SNOMED,S,Specimen,SNOMED,,Mapped from,3
5533,Spec Anatomic Site,SNOMED,S,Specimen,SNOMED,,Specimen topo of,19
5534,Spec Anatomic Site,SNOMED,,Condition,SNOMED,S,Concept poss_eq to,7
5535,Spec Anatomic Site,SNOMED,,Condition,SNOMED,S,Concept replaced by,2
5536,Spec Anatomic Site,SNOMED,,Condition,SNOMED,S,Concept same_as to,4
5537,Spec Anatomic Site,SNOMED,,Condition,SNOMED,S,Finding site of,1890
5538,Spec Anatomic Site,SNOMED,,Condition,SNOMED,S,Maps to,11
5539,Spec Anatomic Site,SNOMED,,Condition,SNOMED,,Finding site of,478
5540,Spec Anatomic Site,SNOMED,,Device,SNOMED,S,Concept poss_eq to,2
5541,Spec Anatomic Site,SNOMED,,Device,SNOMED,S,Concept same_as to,2
5542,Spec Anatomic Site,SNOMED,,Device,SNOMED,S,Dev intended site of,2
5543,Spec Anatomic Site,SNOMED,,Device,SNOMED,S,Maps to,3
5544,Spec Anatomic Site,SNOMED,,Device,SNOMED,,Concept poss_eq to,2
5545,Spec Anatomic Site,SNOMED,,Measurement,SNOMED,S,Component of,3
5546,Spec Anatomic Site,SNOMED,,Measurement,SNOMED,S,Concept same_as to,1
5547,Spec Anatomic Site,SNOMED,,Measurement,SNOMED,S,Dir proc site of,1
5548,Spec Anatomic Site,SNOMED,,Measurement,SNOMED,S,Maps to,1
5549,Spec Anatomic Site,SNOMED,,Measurement,SNOMED,,Asso morph of,1
5550,Spec Anatomic Site,SNOMED,,Meas Value,SNOMED,S,Has laterality,110
5551,Spec Anatomic Site,SNOMED,,Metadata,SNOMED,,Has Module,3847
5552,Spec Anatomic Site,SNOMED,,Metadata,SNOMED,,Has status,3870
5553,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Concept poss_eq to,16
5554,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Concept replaced by,11
5555,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Concept same_as to,8
5556,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Concept was_a to,1
5557,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Dir proc site of,2
5558,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Finding site of,60
5559,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Has laterality,291
5560,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Is a,2
5561,Spec Anatomic Site,SNOMED,,Observation,SNOMED,S,Maps to,30
5562,Spec Anatomic Site,SNOMED,,Observation,SNOMED,,Concept poss_eq to,4
5563,Spec Anatomic Site,SNOMED,,Observation,SNOMED,,Concept same_as from,4
5564,Spec Anatomic Site,SNOMED,,Observation,SNOMED,,Finding site of,15
5565,Spec Anatomic Site,SNOMED,,Procedure,ICD10PCS,S,Dir proc site of,1074
5566,Spec Anatomic Site,SNOMED,,Procedure,ICD10PCS,S,Indir proc site of,25
5567,Spec Anatomic Site,SNOMED,,Procedure,ICD10PCS,S,Proc site of,88
5568,Spec Anatomic Site,SNOMED,,Procedure,ICD9Proc,S,Dir proc site of,22
5569,Spec Anatomic Site,SNOMED,,Procedure,ICD9Proc,S,Indir proc site of,2
5570,Spec Anatomic Site,SNOMED,,Procedure,ICD9Proc,S,Proc site of,17
5571,Spec Anatomic Site,SNOMED,,Procedure,ICD9Proc,,Dir proc site of,23
5572,Spec Anatomic Site,SNOMED,,Procedure,ICD9Proc,,Indir proc site of,3
5573,Spec Anatomic Site,SNOMED,,Procedure,ICD9Proc,,Proc site of,2
5574,Spec Anatomic Site,SNOMED,,Procedure,OPCS4,S,Dir proc site of,25
5575,Spec Anatomic Site,SNOMED,,Procedure,OPCS4,S,Indir proc site of,11
5576,Spec Anatomic Site,SNOMED,,Procedure,OPCS4,S,Proc site of,9
5577,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,S,Concept poss_eq to,3
5578,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,S,Concept replaced by,2
5579,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,S,Concept was_a to,1
5580,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,S,Dir proc site of,1060
5581,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,S,Indir proc site of,145
5582,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,S,Maps to,3
5583,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,S,Proc site of,43
5584,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,,Dir proc site of,137
5585,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,,Indir proc site of,30
5586,Spec Anatomic Site,SNOMED,,Procedure,SNOMED,,Proc site of,7
5587,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,OPCS4,S,Subsumes,8
5588,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept alt_to to,7
5589,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept poss_eq to,1865
5590,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept replaced by,331
5591,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept same_as to,1029
5592,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept was_a to,505
5593,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Is a,1167
5594,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Maps to,2516
5595,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,S,Subsumes,1145
5596,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept poss_eq from,31
5597,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept poss_eq to,31
5598,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept replaced by,5
5599,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept replaces,5
5600,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept same_as from,9
5601,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept same_as to,9
5602,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept was_a from,8
5603,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Concept was_a to,8
5604,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Is a,624
5605,Spec Anatomic Site,SNOMED,,Spec Anatomic Site,SNOMED,,Subsumes,624
5606,Spec Anatomic Site,SNOMED,,Specimen,SNOMED,S,Concept poss_eq to,1
5607,Spec Anatomic Site,SNOMED,,Specimen,SNOMED,S,Maps to,1
5608,Spec Anatomic Site,SNOMED,,Specimen,SNOMED,S,Specimen topo of,11
5609,Specimen,CO-CONNECT MIABIS,,Spec Anatomic Site,SNOMED,S,Maps to,3
5610,Specimen,CO-CONNECT MIABIS,,Specimen,SNOMED,S,Maps to,52
5611,Specimen,OMOP Extension,S,Specimen,OMOP Extension,S,Mapped from,2
5612,Specimen,OMOP Extension,S,Specimen,OMOP Extension,S,Maps to,2
5613,Specimen,OMOP Extension,S,Specimen,SNOMED,S,Is a,2
5614,Specimen,OPCS4,,Specimen,SNOMED,S,Maps to,1
5615,Specimen,Read,,Specimen,SNOMED,S,Maps to,54
5616,Specimen,SNOMED,S,Device,SNOMED,S,Has specimen source,32
5617,Specimen,SNOMED,S,Device,SNOMED,S,Has specimen subst,96
5618,Specimen,SNOMED,S,Device,SNOMED,,Has specimen subst,1
5619,Specimen,SNOMED,S,Drug,SNOMED,,Has specimen subst,4
5620,Specimen,SNOMED,S,Measurement,OPCS4,S,Specimen of,1
5621,Specimen,SNOMED,S,Measurement,SNOMED,S,Direct site of,3423
5622,Specimen,SNOMED,S,Measurement,SNOMED,S,Has inherent,249
5623,Specimen,SNOMED,S,Measurement,SNOMED,S,Has specimen proc,1
5624,Specimen,SNOMED,S,Measurement,SNOMED,S,Specimen of,3137
5625,Specimen,SNOMED,S,Measurement,SNOMED,,Direct site of,28
5626,Specimen,SNOMED,S,Measurement,SNOMED,,Specimen of,51
5627,Specimen,SNOMED,S,Metadata,SNOMED,,Has Module,1877
5628,Specimen,SNOMED,S,Metadata,SNOMED,,Has status,1868
5629,Specimen,SNOMED,S,Metadata,SNOMED,,Is a,1
5630,Specimen,SNOMED,S,Observation,Read,,Mapped from,2
5631,Specimen,SNOMED,S,Observation,SNOMED,S,Direct site of,72
5632,Specimen,SNOMED,S,Observation,SNOMED,S,Has inherent,15
5633,Specimen,SNOMED,S,Observation,SNOMED,S,Has specimen morph,174
5634,Specimen,SNOMED,S,Observation,SNOMED,S,Has specimen subst,959
5635,Specimen,SNOMED,S,Observation,SNOMED,S,Has specimen topo,4
5636,Specimen,SNOMED,S,Observation,SNOMED,S,Inherent location of,1
5637,Specimen,SNOMED,S,Observation,SNOMED,S,Relative to of,1
5638,Specimen,SNOMED,S,Observation,SNOMED,,Concept poss_eq from,21
5639,Specimen,SNOMED,S,Observation,SNOMED,,Concept same_as from,9
5640,Specimen,SNOMED,S,Observation,SNOMED,,Has specimen morph,2
5641,Specimen,SNOMED,S,Observation,SNOMED,,Has specimen source,24
5642,Specimen,SNOMED,S,Observation,SNOMED,,Has specimen subst,6
5643,Specimen,SNOMED,S,Observation,SNOMED,,Mapped from,17
5644,Specimen,SNOMED,S,Observation,UK Biobank,,Mapped from,13
5645,Specimen,SNOMED,S,Procedure,ICD10PCS,S,Specimen of,7
5646,Specimen,SNOMED,S,Procedure,ICD9Proc,S,Specimen of,53
5647,Specimen,SNOMED,S,Procedure,ICD9Proc,,Specimen of,18
5648,Specimen,SNOMED,S,Procedure,SNOMED,S,Has specimen proc,1012
5649,Specimen,SNOMED,S,Procedure,SNOMED,S,Specimen of,84
5650,Specimen,SNOMED,S,Procedure,SNOMED,,Concept poss_eq from,8
5651,Specimen,SNOMED,S,Procedure,SNOMED,,Has specimen proc,33
5652,Specimen,SNOMED,S,Procedure,SNOMED,,Mapped from,3
5653,Specimen,SNOMED,S,Procedure,SNOMED,,Specimen of,8
5654,Specimen,SNOMED,S,Relationship,SNOMED,S,Has specimen source,1
5655,Specimen,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has specimen topo,1445
5656,Specimen,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept poss_eq from,1
5657,Specimen,SNOMED,S,Spec Anatomic Site,SNOMED,,Has specimen topo,11
5658,Specimen,SNOMED,S,Spec Anatomic Site,SNOMED,,Mapped from,1
5659,Specimen,SNOMED,S,Specimen,CO-CONNECT MIABIS,,Mapped from,52
5660,Specimen,SNOMED,S,Specimen,OMOP Extension,S,Subsumes,2
5661,Specimen,SNOMED,S,Specimen,OPCS4,,Mapped from,1
5662,Specimen,SNOMED,S,Specimen,Read,,Mapped from,54
5663,Specimen,SNOMED,S,Specimen,SNOMED,S,Is a,3124
5664,Specimen,SNOMED,S,Specimen,SNOMED,S,Mapped from,1868
5665,Specimen,SNOMED,S,Specimen,SNOMED,S,Maps to,1868
5666,Specimen,SNOMED,S,Specimen,SNOMED,S,Subsumes,3124
5667,Specimen,SNOMED,S,Specimen,SNOMED,,Concept poss_eq from,61
5668,Specimen,SNOMED,S,Specimen,SNOMED,,Concept replaces,45
5669,Specimen,SNOMED,S,Specimen,SNOMED,,Concept same_as from,112
5670,Specimen,SNOMED,S,Specimen,SNOMED,,Concept was_a from,6
5671,Specimen,SNOMED,S,Specimen,SNOMED,,Is a,44
5672,Specimen,SNOMED,S,Specimen,SNOMED,,Mapped from,146
5673,Specimen,SNOMED,S,Specimen,SNOMED,,Subsumes,53
5674,Specimen,SNOMED,,Condition,SNOMED,S,Concept poss_eq to,1
5675,Specimen,SNOMED,,Condition,SNOMED,S,Maps to,1
5676,Specimen,SNOMED,,Condition,SNOMED,,Concept poss_eq to,1
5677,Specimen,SNOMED,,Device,SNOMED,S,Has specimen source,7
5678,Specimen,SNOMED,,Measurement,SNOMED,S,Concept poss_eq to,27
5679,Specimen,SNOMED,,Measurement,SNOMED,S,Maps to,19
5680,Specimen,SNOMED,,Measurement,SNOMED,S,Specimen of,19
5681,Specimen,SNOMED,,Measurement,SNOMED,,Concept poss_eq to,11
5682,Specimen,SNOMED,,Metadata,SNOMED,,Has Module,192
5683,Specimen,SNOMED,,Metadata,SNOMED,,Has status,200
5684,Specimen,SNOMED,,Observation,SNOMED,S,Concept poss_eq to,5
5685,Specimen,SNOMED,,Observation,SNOMED,S,Has specimen subst,19
5686,Specimen,SNOMED,,Observation,SNOMED,S,Maps to,4
5687,Specimen,SNOMED,,Observation,SNOMED,,Concept poss_eq to,5
5688,Specimen,SNOMED,,Procedure,SNOMED,S,Concept same_as to,1
5689,Specimen,SNOMED,,Procedure,SNOMED,S,Has specimen proc,10
5690,Specimen,SNOMED,,Procedure,SNOMED,S,Maps to,1
5691,Specimen,SNOMED,,Procedure,SNOMED,,Concept poss_eq from,1
5692,Specimen,SNOMED,,Procedure,SNOMED,,Has specimen proc,4
5693,Specimen,SNOMED,,Spec Anatomic Site,SNOMED,S,Concept poss_eq to,5
5694,Specimen,SNOMED,,Spec Anatomic Site,SNOMED,S,Has specimen topo,19
5695,Specimen,SNOMED,,Spec Anatomic Site,SNOMED,S,Maps to,3
5696,Specimen,SNOMED,,Specimen,SNOMED,S,Concept poss_eq to,61
5697,Specimen,SNOMED,,Specimen,SNOMED,S,Concept replaced by,45
5698,Specimen,SNOMED,,Specimen,SNOMED,S,Concept same_as to,112
5699,Specimen,SNOMED,,Specimen,SNOMED,S,Concept was_a to,6
5700,Specimen,SNOMED,,Specimen,SNOMED,S,Is a,53
5701,Specimen,SNOMED,,Specimen,SNOMED,S,Maps to,146
5702,Specimen,SNOMED,,Specimen,SNOMED,S,Subsumes,44
5703,Specimen,SNOMED,,Specimen,SNOMED,,Concept same_as from,1
5704,Specimen,SNOMED,,Specimen,SNOMED,,Concept same_as to,1
5705,Specimen,SNOMED,,Specimen,SNOMED,,Is a,5
5706,Specimen,SNOMED,,Specimen,SNOMED,,Subsumes,5
5707,Sponsor,Sponsor,S,Sponsor,Sponsor,S,Mapped from,6
5708,Sponsor,Sponsor,S,Sponsor,Sponsor,S,Maps to,6
5709,Type Concept,Read,,Condition,SNOMED,S,Maps to value,1
5710,Type Concept,Read,,Observation,OMOP Extension,S,Maps to,2
5711,Type Concept,Read,,Observation,SNOMED,S,Maps to,410
5712,Type Concept,Read,,Procedure,SNOMED,S,Maps to,5
5713,Type Concept,SNOMED,,Condition,SNOMED,,Concept poss_eq from,1
5714,Type Concept,SNOMED,,Condition,SNOMED,,Concept poss_eq to,2
5715,Type Concept,SNOMED,,Condition,SNOMED,,Concept same_as to,1
5716,Type Concept,SNOMED,,Device,SNOMED,S,Concept replaced by,1
5717,Type Concept,SNOMED,,Device,SNOMED,S,Maps to,1
5718,Type Concept,SNOMED,,Device,SNOMED,,Concept same_as from,3
5719,Type Concept,SNOMED,,Measurement,SNOMED,S,Concept same_as to,1
5720,Type Concept,SNOMED,,Measurement,SNOMED,S,Concept was_a to,1
5721,Type Concept,SNOMED,,Measurement,SNOMED,S,Maps to,4
5722,Type Concept,SNOMED,,Meas Value,SNOMED,S,Concept same_as to,1
5723,Type Concept,SNOMED,,Meas Value,SNOMED,S,Maps to,1
5724,Type Concept,SNOMED,,Meas Value,SNOMED,S,Maps to value,1
5725,Type Concept,SNOMED,,Metadata,SNOMED,,Concept poss_eq from,5
5726,Type Concept,SNOMED,,Metadata,SNOMED,,Concept replaces,3
5727,Type Concept,SNOMED,,Metadata,SNOMED,,Concept same_as to,1
5728,Type Concept,SNOMED,,Metadata,SNOMED,,Concept was_a to,2
5729,Type Concept,SNOMED,,Metadata,SNOMED,,Has Module,3349
5730,Type Concept,SNOMED,,Metadata,SNOMED,,Has status,3346
5731,Type Concept,SNOMED,,Metadata,SNOMED,,Is a,1
5732,Type Concept,SNOMED,,Observation,OMOP Extension,S,Maps to,2
5733,Type Concept,SNOMED,,Observation,SNOMED,S,Concept poss_eq to,57
5734,Type Concept,SNOMED,,Observation,SNOMED,S,Concept replaced by,666
5735,Type Concept,SNOMED,,Observation,SNOMED,S,Concept same_as to,17
5736,Type Concept,SNOMED,,Observation,SNOMED,S,Concept was_a to,40
5737,Type Concept,SNOMED,,Observation,SNOMED,S,Has inherent,1
5738,Type Concept,SNOMED,,Observation,SNOMED,S,Maps to,748
5739,Type Concept,SNOMED,,Observation,SNOMED,,Concept alt_to from,1
5740,Type Concept,SNOMED,,Observation,SNOMED,,Concept poss_eq from,125
5741,Type Concept,SNOMED,,Observation,SNOMED,,Concept poss_eq to,3
5742,Type Concept,SNOMED,,Observation,SNOMED,,Concept replaced by,5
5743,Type Concept,SNOMED,,Observation,SNOMED,,Concept replaces,41
5744,Type Concept,SNOMED,,Observation,SNOMED,,Concept same_as from,515
5745,Type Concept,SNOMED,,Procedure,SNOMED,S,Concept poss_eq to,3
5746,Type Concept,SNOMED,,Procedure,SNOMED,S,Maps to,3
5747,Type Concept,SNOMED,,Procedure,SNOMED,,Concept poss_eq from,15
5748,Type Concept,SNOMED,,Procedure,SNOMED,,Concept replaces,3
5749,Type Concept,SNOMED,,Procedure,SNOMED,,Concept same_as from,92
5750,Type Concept,SNOMED,,Provider,SNOMED,,Concept poss_eq to,1
5751,Type Concept,SNOMED,,Type Concept,SNOMED,,Concept poss_eq from,200
5752,Type Concept,SNOMED,,Type Concept,SNOMED,,Concept poss_eq to,200
5753,Type Concept,SNOMED,,Type Concept,SNOMED,,Concept replaced by,226
5754,Type Concept,SNOMED,,Type Concept,SNOMED,,Concept replaces,226
5755,Type Concept,SNOMED,,Type Concept,SNOMED,,Concept same_as from,338
5756,Type Concept,SNOMED,,Type Concept,SNOMED,,Concept same_as to,338
5757,Type Concept,SNOMED,,Type Concept,SNOMED,,Concept was_a from,9
